"personId","displayName","cardCount","cardIds","decades","teams","positions","ageVariantsNeeded","referenceTarget","referenceFolder","referenceStatus","identityMasterStatus","cardPortraitStatus","qaStatus","notes"
"reggie-miller","Reggie Miller","1","reggie-90s","1990s","Pacers","SG","1","6-8 identity references","portrait-sources/reggie-miller","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"richard-hamilton","Richard Hamilton","1","rip-00s","2000s","Pistons","SG|SF","1","6-8 identity references","portrait-sources/richard-hamilton","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"richie-guerin","Richie Guerin","1","guerin-60s","1960s","Knicks","PG|SG","1","6-8 identity references","portrait-sources/richie-guerin","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"rick-barry","Rick Barry","2","rick-70s|barry-60s","1970s|1960s","Warriors","SF|SG","2","8-12 total plus decade-specific images","portrait-sources/rick-barry","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"ricky-pierce","Ricky Pierce","1","ricky-80s","1980s","Bucks","SG","1","6-8 identity references","portrait-sources/ricky-pierce","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"robert-parish","Robert Parish","1","parish-80s","1980s","Celtics","C","1","6-8 identity references","portrait-sources/robert-parish","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"rod-strickland","Rod Strickland","1","rod-90s","1990s","Blazers|Bullets","PG","1","6-8 identity references","portrait-sources/rod-strickland","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"rolando-blackman","Rolando Blackman","1","blackman-80s","1980s","Mavericks","SG","1","6-8 identity references","portrait-sources/rolando-blackman","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"ron-artest","Ron Artest","1","artest-2ks","2000s","Pacers|Kings","SF|SG","1","6-8 identity references","portrait-sources/ron-artest","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"rudy-gobert","Rudy Gobert","2","gobert-10s|gobert-20s","2010s|2020s","Jazz|Timberwolves","C","2","8-12 total plus decade-specific images","portrait-sources/rudy-gobert","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"rudy-tomjanovich","Rudy Tomjanovich","1","rudy-t-70s","1970s","Rockets","SF|PF","1","6-8 identity references","portrait-sources/rudy-tomjanovich","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"russell-westbrook","Russell Westbrook","1","russ-10s","2010s","Thunder","PG|SG","1","6-8 identity references","portrait-sources/russell-westbrook","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"sam-cassell","Sam Cassell","1","cassell-2ks","2000s","Wolves","PG|SG","1","6-8 identity references","portrait-sources/sam-cassell","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"sam-jones","Sam Jones","1","sam-60s","1960s","Celtics","SG|PG","1","6-8 identity references","portrait-sources/sam-jones","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"scottie-barnes","Scottie Barnes","1","barnes-20s","2020s","Raptors","SF|PF","1","6-8 identity references","portrait-sources/scottie-barnes","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"scottie-pippen","Scottie Pippen","1","pippen-90s","1990s","Bulls","SF|SG|PF","1","6-8 identity references","portrait-sources/scottie-pippen","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"serge-ibaka","Serge Ibaka","1","ibaka-2010s","2010s","Thunder","PF|C","1","6-8 identity references","portrait-sources/serge-ibaka","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"shai-gilgeous-alexander","Shai Gilgeous-Alexander","1","shai-20s","2020s","Thunder","PG|SG","1","6-8 identity references","portrait-sources/shai-gilgeous-alexander","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"shaquille-o-neal","Shaquille O'Neal","2","shaq-90s|shaq-00s","1990s|2000s","Magic|Lakers|Heat","C","2","8-12 total plus decade-specific images","portrait-sources/shaquille-o-neal","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"shawn-kemp","Shawn Kemp","1","kemp-90s","1990s","Sonics","PF|C","1","6-8 identity references","portrait-sources/shawn-kemp","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"shawn-marion","Shawn Marion","2","marion-90s|marion-00s","1990s|2000s","Suns","SF|PF","2","8-12 total plus decade-specific images","portrait-sources/shawn-marion","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"sidney-moncrief","Sidney Moncrief","1","moncrief-80s","1980s","Bucks","SG|PG","1","6-8 identity references","portrait-sources/sidney-moncrief","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"sidney-wicks","Sidney Wicks","1","wicks-70s","1970s","Blazers","PF|C","1","6-8 identity references","portrait-sources/sidney-wicks","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"sleepy-floyd","Sleepy Floyd","1","sleepy-80s","1980s","Warriors","PG|SG","1","6-8 identity references","portrait-sources/sleepy-floyd","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"spencer-haywood","Spencer Haywood","1","spencer-70s","1970s","Sonics","PF|C","1","6-8 identity references","portrait-sources/spencer-haywood","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"stephen-curry","Stephen Curry","2","curry-10s|curry-20s","2010s|2020s","Warriors","PG|SG","2","8-12 total plus decade-specific images","portrait-sources/stephen-curry","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"stephon-marbury","Stephon Marbury","1","marbury-00s","2000s","Nets|Knicks","PG","1","6-8 identity references","portrait-sources/stephon-marbury","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"steve-nash","Steve Nash","1","nash-00s","2000s","Suns|Mavericks","PG","1","6-8 identity references","portrait-sources/steve-nash","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"swen-nater","Swen Nater","1","swen-70s","1970s","Braves","C|PF","1","6-8 identity references","portrait-sources/swen-nater","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tayshaun-prince","Tayshaun Prince","1","prince-00s","2000s","Pistons","SF|PF","1","6-8 identity references","portrait-sources/tayshaun-prince","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"terry-cummings","Terry Cummings","1","terry-80s","1980s","Bucks","PF|SF","1","6-8 identity references","portrait-sources/terry-cummings","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"terry-porter","Terry Porter","1","porter-80s","1980s","Blazers","PG|SG","1","6-8 identity references","portrait-sources/terry-porter","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tim-duncan","Tim Duncan","1","duncan-00s","2000s","Spurs","PF|C","1","6-8 identity references","portrait-sources/tim-duncan","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tim-hardaway","Tim Hardaway","1","timH-90s","1990s","Warriors|Heat","PG","1","6-8 identity references","portrait-sources/tim-hardaway","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tom-burleson","Tom Burleson","1","tom-b-70s","1970s","Sonics","C","1","6-8 identity references","portrait-sources/tom-burleson","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tom-chambers","Tom Chambers","1","chambers-80s","1980s","Suns","PF|SF","1","6-8 identity references","portrait-sources/tom-chambers","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tom-heinsohn","Tom Heinsohn","1","tom-h-60s","1960s","Celtics","SF|PF","1","6-8 identity references","portrait-sources/tom-heinsohn","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tom-sanders","Tom Sanders","1","tom-s-60s","1960s","Celtics","PF|SF","1","6-8 identity references","portrait-sources/tom-sanders","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"toni-kukoc","Toni Kukoc","1","kukoc-90s","1990s","Bulls","SF|PF","1","6-8 identity references","portrait-sources/toni-kukoc","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tony-parker","Tony Parker","1","parker-00s","2000s","Spurs","PG","1","6-8 identity references","portrait-sources/tony-parker","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tracy-mcgrady","Tracy McGrady","1","tmac-00s","2000s","Magic|Rockets","SG|SF","1","6-8 identity references","portrait-sources/tracy-mcgrady","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"trae-young","Trae Young","1","trae-20s","2020s","Hawks","PG","1","6-8 identity references","portrait-sources/trae-young","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tre-johnson","Tre Johnson","1","trejohnson-20s","2020s","Wizards","SG|SF","1","6-8 identity references","portrait-sources/tre-johnson","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tree-rollins","Tree Rollins","1","tree-80s","1980s","Hawks","C","1","6-8 identity references","portrait-sources/tree-rollins","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tyler-herro","Tyler Herro","1","herro-20s","2020s","Heat","SG|PG","1","6-8 identity references","portrait-sources/tyler-herro","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tyrese-haliburton","Tyrese Haliburton","1","tyrese-20s","2020s","Pacers","PG|SG","1","6-8 identity references","portrait-sources/tyrese-haliburton","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"tyrese-maxey","Tyrese Maxey","1","maxey-20s","2020s","76ers","PG|SG","1","6-8 identity references","portrait-sources/tyrese-maxey","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"v-j-edgecombe","V.J. Edgecombe","1","edgecombe-20s","2020s","76ers","SG|PG","1","6-8 identity references","portrait-sources/v-j-edgecombe","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"victor-wembanyama","Victor Wembanyama","1","wemby-20s","2020s","Spurs","C|PF","1","6-8 identity references","portrait-sources/victor-wembanyama","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"vin-baker","Vin Baker","1","vin-b-90s","1990s","Bucks|Sonics","PF|C|SF","1","6-8 identity references","portrait-sources/vin-baker","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"vince-carter","Vince Carter","1","vince-00s","2000s","Raptors","SG|SF","1","6-8 identity references","portrait-sources/vince-carter","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"vinnie-johnson","Vinnie Johnson","1","vinnie-80s","1980s","Pistons","SG|PG","1","6-8 identity references","portrait-sources/vinnie-johnson","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"vlade-divac","Vlade Divac","1","vlade-90s","1990s","Lakers|Kings","C","1","6-8 identity references","portrait-sources/vlade-divac","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"walker-kessler","Walker Kessler","1","walker-k-20s","2020s","Jazz","C","1","6-8 identity references","portrait-sources/walker-kessler","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"walt-bellamy","Walt Bellamy","2","walt-b-60s|walt-b-70s","1960s|1970s","Bullets|Hawks","C|PF","2","8-12 total plus decade-specific images","portrait-sources/walt-bellamy","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"walt-frazier","Walt Frazier","1","walt-70s","1970s","Knicks","PG|SG","1","6-8 identity references","portrait-sources/walt-frazier","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"walter-clayton-jr","Walter Clayton Jr.","1","clayton-20s","2020s","Jazz|Grizzlies","PG|SG","1","6-8 identity references","portrait-sources/walter-clayton-jr","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"walter-davis","Walter Davis","1","wdavis-80s","1980s","Suns","SG|SF","1","6-8 identity references","portrait-sources/walter-davis","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"wayne-embry","Wayne Embry","1","wayne-60s","1960s","Royals","C","1","6-8 identity references","portrait-sources/wayne-embry","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"wes-unseld","Wes Unseld","1","wes-60s","1960s","Bullets","C|PF","1","6-8 identity references","portrait-sources/wes-unseld","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"willis-reed","Willis Reed","1","willis-60s","1960s","Knicks","C|PF","1","6-8 identity references","portrait-sources/willis-reed","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"wilt-chamberlain","Wilt Chamberlain","2","wilt-60s|wilt-70s","1960s|1970s","Warriors|76ers|Lakers","C","2","8-12 total plus decade-specific images","portrait-sources/wilt-chamberlain","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"xavier-mcdaniel","Xavier McDaniel","1","xavier-80s","1980s","Sonics","PF|SF","1","6-8 identity references","portrait-sources/xavier-mcdaniel","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"yao-ming","Yao Ming","1","yao-00s","2000s","Rockets","C","1","6-8 identity references","portrait-sources/yao-ming","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"zach-lavine","Zach LaVine","2","lavine-10s|lavine-20s","2010s|2020s","Bulls|Kings","SG|SF","2","8-12 total plus decade-specific images","portrait-sources/zach-lavine","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"zach-randolph","Zach Randolph","1","zach-00s","2000s","Blazers","PF|C","1","6-8 identity references","portrait-sources/zach-randolph","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"zelmo-beaty","Zelmo Beaty","1","beaty-60s","1960s","Hawks","C|PF","1","6-8 identity references","portrait-sources/zelmo-beaty","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"zion-williamson","Zion Williamson","1","zion-20s","2020s","Pelicans","PF|SF","1","6-8 identity references","portrait-sources/zion-williamson","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
"zydrunas-ilgauskas","Zydrunas Ilgauskas","1","ilg-00s","2000s","Cavaliers","C","1","6-8 identity references","portrait-sources/zydrunas-ilgauskas","NOT_STARTED","NOT_STARTED","NOT_STARTED","NOT_REVIEWED",""
